"","accountId","accountName","internalWebPropertyId","level","websiteUrl","webPropertyId","webPropertyName","type","viewId","viewName"
"1","71489736","Český rozhlas - GTM","108958746","STANDARD","http://www.rozhlas.cz","UA-71489736-1","Český rozhlas","WEB","114113324","iRozhlas"
"2","71489736","Český rozhlas - GTM","108958746","STANDARD","http://www.rozhlas.cz","UA-71489736-1","Český rozhlas","WEB","113546942","Nefiltrovaný - záchranný profil"
"3","71489736","Český rozhlas - GTM","108958746","STANDARD","http://www.rozhlas.cz","UA-71489736-1","Český rozhlas","WEB","113565254","Český rozhlas GTM - společné statistiky rozhlas.cz"
"4","71489736","Český rozhlas - GTM","108958746","STANDARD","http://www.rozhlas.cz","UA-71489736-1","Český rozhlas","WEB","147003659","ČRo 3 Vltava D7"
"5","71489736","Český rozhlas - GTM","108958746","STANDARD","http://www.rozhlas.cz","UA-71489736-1","Český rozhlas","WEB","114093662","ČRo Brno D7"
"6","71489736","Český rozhlas - GTM","108958746","STANDARD","http://www.rozhlas.cz","UA-71489736-1","Český rozhlas","WEB","114130400","ČRo D-dur D7"
"7","71489736","Český rozhlas - GTM","108958746","STANDARD","http://www.rozhlas.cz","UA-71489736-1","Český rozhlas","WEB","114108426","ČRo Dvojka D7"
"8","71489736","Český rozhlas - GTM","108958746","STANDARD","http://www.rozhlas.cz","UA-71489736-1","Český rozhlas","WEB","114093275","ČRo Hradec Králové D7"
"9","71489736","Český rozhlas - GTM","108958746","STANDARD","http://www.rozhlas.cz","UA-71489736-1","Český rozhlas","WEB","114092583","ČRo Jazz D7"
"10","71489736","Český rozhlas - GTM","108958746","STANDARD","http://www.rozhlas.cz","UA-71489736-1","Český rozhlas","WEB","114100738","ČRo Karlovy Vary D7"
"11","71489736","Český rozhlas - GTM","108958746","STANDARD","http://www.rozhlas.cz","UA-71489736-1","Český rozhlas","WEB","114082490","ČRo Liberec D7"
"12","71489736","Český rozhlas - GTM","108958746","STANDARD","http://www.rozhlas.cz","UA-71489736-1","Český rozhlas","WEB","114065994","ČRo Olomouc D7"
"13","71489736","Český rozhlas - GTM","108958746","STANDARD","http://www.rozhlas.cz","UA-71489736-1","Český rozhlas","WEB","114108839","ČRo Ostrava D7"
"14","71489736","Český rozhlas - GTM","108958746","STANDARD","http://www.rozhlas.cz","UA-71489736-1","Český rozhlas","WEB","114128102","ČRo Pardubice D7"
"15","71489736","Český rozhlas - GTM","108958746","STANDARD","http://www.rozhlas.cz","UA-71489736-1","Český rozhlas","WEB","114066992","ČRo Plus D7"
"16","71489736","Český rozhlas - GTM","108958746","STANDARD","http://www.rozhlas.cz","UA-71489736-1","Český rozhlas","WEB","114118121","ČRo Plzeň D7"
"17","71489736","Český rozhlas - GTM","108958746","STANDARD","http://www.rozhlas.cz","UA-71489736-1","Český rozhlas","WEB","114106339","ČRo Prehrávač"
"18","71489736","Český rozhlas - GTM","108958746","STANDARD","http://www.rozhlas.cz","UA-71489736-1","Český rozhlas","WEB","114121605","ČRo Radio Wave D7"
"19","71489736","Český rozhlas - GTM","108958746","STANDARD","http://www.rozhlas.cz","UA-71489736-1","Český rozhlas","WEB","114096564","ČRo Radiožurnál D7"
"20","71489736","Český rozhlas - GTM","108958746","STANDARD","http://www.rozhlas.cz","UA-71489736-1","Český rozhlas","WEB","114122915","ČRo Regina DAB Praha D7"
"21","71489736","Český rozhlas - GTM","108958746","STANDARD","http://www.rozhlas.cz","UA-71489736-1","Český rozhlas","WEB","114103633","ČRo Region Středočeský kraj D7"
"22","71489736","Český rozhlas - GTM","108958746","STANDARD","http://www.rozhlas.cz","UA-71489736-1","Český rozhlas","WEB","114123015","ČRo Sever D7"
"23","71489736","Český rozhlas - GTM","108958746","STANDARD","http://www.rozhlas.cz","UA-71489736-1","Český rozhlas","WEB","114122920","ČRo Vysočina D7"
"24","71489736","Český rozhlas - GTM","108958746","STANDARD","http://www.rozhlas.cz","UA-71489736-1","Český rozhlas","WEB","114070890","ČRo Zlín D7"
"25","71489736","Český rozhlas - GTM","108958746","STANDARD","http://www.rozhlas.cz","UA-71489736-1","Český rozhlas","WEB","114124608","ČRo Č. Budějovice D7"
